"","geneID","HS01","HS02","HS03","HS04","HS05","CL08","CL10","CL11","CL12","CL13"
"51","ADPRHL1",2.77270017895852,3.35934160166847,2.41834595586172,2.60542145444834,4.58899607445099,1.71203240569391,0.72212073812342,0.320267707418754,0.221269861202781,0.437777400347023
"52","ADRA2B",0.847738494667424,1.28172995729106,0.441025407155809,1.96513155074218,1.64869042402852,-0.670175142207259,-0.696929448204648,-1.04272492316228,-0.200256426022801,-2.26875002222286
"53","ADSSL1",3.83372338611855,3.65790883381936,3.36235883810177,2.72688359271158,2.73304994929223,1.54813653369993,1.37204815225768,0.704502471264447,1.14594554097867,0.832079930959666
"54","AGAP2",3.09603480954554,2.9167406229512,2.36755805033671,2.92186969864989,2.60011014743867,5.73128124048226,5.91405133775469,5.73953327443291,6.0582866684068,5.75409114098357
"55","AGMAT",1.28675116911731,1.36096422995299,1.83302009089496,0.679493621147832,0.911303534447357,2.96945753655181,3.22478649467888,4.18034590204018,3.46039708242051,3.30069240260755
"56","AGPAT4",-0.443717181213912,2.04020359867134,1.39272888429336,-3.8532817081728,-1.28132806748301,3.00927620597274,3.87234170387517,3.26018421069669,3.63450221969125,2.96383532079473
"57","AGR2",2.47502197475101,2.47996270595565,0.915443782543729,2.19707386167675,0.812696311907441,0.0705299313450984,-1.3357935762814,0.210453772439702,-2.11743670734917,0.543379879539973
"58","AGTRAP",2.87632623714661,2.10106193694243,1.5991742603564,-0.377136391493265,3.69885387570759,4.15216452466274,4.95079454864303,4.56154195835052,4.869260304863,4.41085861368634
"59","AHCYL2",6.79684124089695,6.48992295551624,6.39080347889831,6.73799523485764,7.55666834659898,4.77190266312232,4.82350841746148,4.39700309261917,4.5806141920966,4.52595450727179
"60","AHNAK",13.401040460383,13.3575504167037,13.7232759992918,12.933025201784,12.6382120628826,10.8720927045221,10.6709502538655,10.8167644156883,10.7099126636001,11.2258477254892
"61","AHNAK2",12.4031021952171,12.0608048446478,12.0089239611712,11.9592437346015,11.562352618797,8.78894825898491,7.65690612071963,7.22411058831998,7.19886064699306,8.42553358248659
