geneSymbol,HS01,HS02,HS03,HS04,HS05,CL08,CL10,CL11,CL12,CL13
PCDHB9,1.5805317412618678,1.6751584972475158,2.0730670433172502,1.2951003464697812,2.6088918881529035,-1.0032083450891585,-0.9881892882387511,-2.3780197757350425,-1.2447234429778335,-0.4662279309229566
PARD3B,6.183976200372092,6.296301280447163,7.006034752466461,6.078103978364,5.8666127434096715,4.370475442916384,4.732488416054785,3.0759162003716356,3.332628381012641,3.9805968371456255
C1orf115,5.6802694247679595,6.319066582097996,6.255317702967073,6.270202071717516,5.750799789718513,3.9796139318169033,4.240759197590792,2.589078619530532,2.9645550605776987,3.491970691938298
TCEA3,2.947767626196811,3.071880900745388,3.4750302148556416,3.105293273558282,2.728238224573057,1.2481072111570026,0.865200868763022,-0.581697335959889,-0.047667264017894825,-0.5175740097880791
LRP1B,4.073482605762637,4.420994126408987,5.814315637280804,4.492581356895819,4.091340113951626,1.903662732298764,1.7919676128911275,-1.1432681703720966,-0.25336326743413984,-0.47995683249577537
MTURN,8.073521375423756,8.734077818300833,9.111976327836103,8.943573566887247,7.727222510119916,5.769394957782276,5.445671610381534,4.678207076732546,4.801781680444654,5.1128873359751275
CRYAB,6.679118622223841,7.161493158329171,8.503769301358984,8.103007957126776,5.970774571373612,3.9169233319829955,3.3583522493585933,1.2227465463766638,2.1655562226925227,2.935594610520453
AKR1C2,5.389874509307125,5.585000805201828,7.503514440174392,7.046942263151116,5.1703591434995495,3.2602734304040712,2.899409092516927,1.3671454295061896,1.6127772081342997,1.2585279932227988
MAP7D2,1.7440976499365355,1.7768027677402598,2.4369531186041966,2.092003644362679,1.9318219285118752,-0.2583602925492987,-0.1177832753864019,-1.1128128540660496,-0.43743768672960726,-0.17602614343528777
CYP4Z1,0.9878154428578524,1.2189926824739699,2.721594812140588,1.4814622041015821,1.0144151030501034,-1.54557298673488,-1.4187017086310005,-3.2417126380530688,-1.1567171379951142,-2.3888119027398744
SYDE2,4.380304493729444,4.565120009346144,4.562520756892902,4.746210496916216,4.386652909424428,1.141500848517197,1.997345930649241,0.5360360304820759,1.5266662436439544,1.2287369667599775
EMX2,3.5036717672378535,3.829841594988876,3.4401993732282983,4.123350487925045,3.434833787776767,1.046752583468377,1.6204650119741533,0.7054094685073737,0.7993355847992546,0.6282871169488226
